REF_DATE,GEO,DGUID,Immigrant status,Labour force characteristics,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Sep-07,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.9,,,,1
Oct-07,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.3,,,,1
Nov-07,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.9,,,,1
Dec-07,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.2,,,,1
Jan-08,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.7,,,,1
Feb-08,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.6,,,,1
Mar-08,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,63.7,,,,1
Apr-08,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,62.9,,,,1
May-08,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,63.5,,,,1
Jun-08,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,64.1,,,,1
Jul-08,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,64.8,,,,1
Aug-08,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,64.8,,,,1
Sep-08,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.4,,,,1
Oct-08,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.7,,,,1
Nov-08,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66,,,,1
Dec-08,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.4,,,,1
Jan-09,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,64,,,,1
Feb-09,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,63.1,,,,1
Mar-09,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,62.8,,,,1
Apr-09,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,62.7,,,,1
May-09,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,62.5,,,,1
Jun-09,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,61.7,,,,1
Jul-09,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,62.3,,,,1
Aug-09,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,62.6,,,,1
Sep-09,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,62.9,,,,1
Oct-09,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,62.9,,,,1
Nov-09,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,62.8,,,,1
Dec-09,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,62.8,,,,1
Jan-10,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,62.5,,,,1
Feb-10,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,62.5,,,,1
Mar-10,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,62.5,,,,1
Apr-10,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,62.8,,,,1
May-10,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,63.5,,,,1
Jun-10,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,64.7,,,,1
Jul-10,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.5,,,,1
Aug-10,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.4,,,,1
Sep-10,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,64.9,,,,1
Oct-10,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.1,,,,1
Nov-10,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.7,,,,1
Dec-10,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.6,,,,1
Jan-11,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.2,,,,1
Feb-11,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.3,,,,1
Mar-11,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.9,,,,1
Apr-11,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.7,,,,1
May-11,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,64.7,,,,1
Jun-11,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,64.3,,,,1
Jul-11,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,64.8,,,,1
Aug-11,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.2,,,,1
Sep-11,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,64.5,,,,1
Oct-11,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,63.9,,,,1
Nov-11,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,64.2,,,,1
Dec-11,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65,,,,1
Jan-12,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.3,,,,1
Feb-12,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.3,,,,1
Mar-12,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.6,,,,1
Apr-12,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66,,,,1
May-12,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.8,,,,1
Jun-12,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.2,,,,1
Jul-12,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.6,,,,1
Aug-12,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.2,,,,1
Sep-12,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.2,,,,1
Oct-12,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.7,,,,1
Nov-12,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.5,,,,1
Dec-12,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.6,,,,1
Jan-13,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.9,,,,1
Feb-13,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.4,,,,1
Mar-13,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.6,,,,1
Apr-13,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.8,,,,1
May-13,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.4,,,,1
Jun-13,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.8,,,,1
Jul-13,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.8,,,,1
Aug-13,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.9,,,,1
Sep-13,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.3,,,,1
Oct-13,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.3,,,,1
Nov-13,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.6,,,,1
Dec-13,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.7,,,,1
Jan-14,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.3,,,,1
Feb-14,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.2,,,,1
Mar-14,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.2,,,,1
Apr-14,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.1,,,,1
May-14,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.8,,,,1
Jun-14,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.2,,,,1
Jul-14,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.2,,,,1
Aug-14,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.3,,,,1
Sep-14,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.1,,,,1
Oct-14,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.4,,,,1
Nov-14,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.4,,,,1
Dec-14,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.8,,,,1
Jan-15,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.6,,,,1
Feb-15,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66,,,,1
Mar-15,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.2,,,,1
Apr-15,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.1,,,,1
May-15,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.1,,,,1
Jun-15,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.7,,,,1
Jul-15,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.5,,,,1
Aug-15,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.4,,,,1
Sep-15,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.7,,,,1
Oct-15,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.9,,,,1
Nov-15,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,68,,,,1
Dec-15,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,68.2,,,,1
Jan-16,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.5,,,,1
Feb-16,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.4,,,,1
Mar-16,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.5,,,,1
Apr-16,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.5,,,,1
May-16,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.2,,,,1
Jun-16,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.9,,,,1
Jul-16,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.5,,,,1
Aug-16,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.5,,,,1
Sep-16,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.4,,,,1
Oct-16,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.3,,,,1
Nov-16,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67,,,,1
Dec-16,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67,,,,1
Jan-17,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.7,,,,1
Feb-17,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.8,,,,1
Mar-17,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.7,,,,1
Apr-17,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.3,,,,1
May-17,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,68.4,,,,1
Jun-17,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,69,,,,1
Jul-17,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,69.1,,,,1
Aug-17,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,68.3,,,,1
Sep-17,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.7,,,,1
Oct-17,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.1,,,,1
Nov-17,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.4,,,,1
Dec-17,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,68.6,,,,1
Jan-18,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,69,,,,1
Feb-18,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,69,,,,1
Mar-18,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,68.5,,,,1
Apr-18,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,69.4,,,,1
May-18,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,70.5,,,,1
Jun-18,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,71.2,,,,1
Jul-18,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,71.5,,,,1
Aug-18,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,72,,,,1
Sep-18,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,72.5,,,,1
Oct-18,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,72.9,,,,1
Nov-18,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,72,,,,1
Dec-18,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,71.2,,,,1
Jan-19,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,70.8,,,,1
Feb-19,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,71.4,,,,1
Mar-19,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,71.8,,,,1
Apr-19,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,71.6,,,,1
May-19,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,71.8,,,,1
Jun-19,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,71.9,,,,1
Jul-19,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,72,,,,1
Aug-19,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,71.6,,,,1
Sep-19,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,71.3,,,,1
Oct-19,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,71.5,,,,1
Nov-19,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,71.5,,,,1
Dec-19,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,71.9,,,,1
Jan-20,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,71.7,,,,1
Feb-20,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,70.8,,,,1
Mar-20,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.7,,,,1
Apr-20,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,62.5,,,,1
May-20,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,58.2,,,,1
Jun-20,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,57.9,,,,1
Jul-20,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,60.8,,,,1
Aug-20,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,63.9,,,,1
Sep-20,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,65.7,,,,1
Oct-20,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.8,,,,1
Nov-20,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.5,,,,1
Dec-20,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.6,,,,1
Jan-21,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.5,,,,1
Feb-21,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.9,,,,1
Mar-21,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.8,,,,1
Apr-21,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67,,,,1
